sample_id,brand,material_type,image_url,split
SUP-0041,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/5e/56/670adac0aadeb223570d986eb573fb651d61.jpg,train
SUP-0042,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/5c/00/f982839f7830004f5ccf862c62886b659aba.jpg,train
SUP-0043,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/0d/0a/a021841bb90b3c5df7fc89a8f8660ec06b3c.jpg,train
SUP-0044,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/ce/2c/f3f7f042161c307610ab34d6036b07d9c265.jpg,train
SUP-0045,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/01/5b/ae3a8235357564d65a240cacf17eafe32cfe.jpg,train
SUP-0046,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/70/49/b47b4649e3cf3a96a1ed07ebe95f7dafee3d.jpg,train
SUP-0047,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/36/0b/0acd81e2f42514dbb6d4ff841c9b664fa339.jpg,train
SUP-0048,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/10/3a/47a969c4a3396cecff8812a80d3d03af5af3.jpg,train
SUP-0049,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/44/97/e177ab73529c4beba5ea99352d247c6a7d04.jpg,train
SUP-0050,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/81/dd/714a8a3c35563a916cbf879b25039cb51938.jpg,train
SUP-0051,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/1a/2e/b9cd0c90001cec7c2f6c9ae2ada96db84b2d.jpg,train
SUP-0052,尊悦,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/96/02/99719ccbcd04f7737e56babfbb5e1d3ab65a.jpg,train
SUP-0053,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/01/58/9d6a088669650a128963e15ebdb997a7e5c6.jpg,train
SUP-0054,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/a3/0c/2c1480faad1bbb6bbe81eb2388d2a545ccd7.jpg,train
SUP-0055,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/79/76/8477ed3bbdc09df1d3bd03b2e08dc48cd335.jpg,train
SUP-0056,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/41/c1/78a128a3808c646304012ed31f0c1f720c6f.jpg,train
SUP-0057,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/87/6d/5d93c07ea193a6b8e0312d650315cb1cda53.jpg,train
SUP-0058,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/74/0c/37ffeba72d1348196c8476676c00b7f21291.jpg,train
SUP-0059,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/9f/88/aabbb21d486c28e0a31516891965a8e2e308.jpg,train
SUP-0060,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/04/fb/afe0ced5b00b2423c5e79ba6ad84e23a313c.jpg,train
SUP-0061,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/56/47/f2b838fbb345219030fe7822a2b84c7d0a1e.jpg,train
SUP-0062,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/e3/a8/26cc9d455ea131fd822796e7880f9780c193.jpg,train
SUP-0063,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/0d/c5/610cc3dd64a749847844fc6a2f46fa983742.jpg,train
SUP-0064,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/3d/7c/64d7ecb11d77e9c91aa0fcf84d3f551df540.jpg,train
SUP-0065,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/b1/ac/1d1125da75b2951deed52e5b75d5d2e5d4e2.jpg,train
SUP-0066,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/b3/72/89969962adecacb0bd2984d8713acb9e8f30.jpg,train
SUP-0067,尊悦,店招/外立面广告,https://static.51dh.com.cn/meisu/2c/e5/b00a955bcf3e9d7e72d16552b6b8fe2dbab6.jpg,train
SUP-0068,源悦,包柱画面,https://static.51dh.com.cn/meisu/23/06/cdee16608214fcb83d754b587aaf617a4750.jpg,train
SUP-0069,源悦,包柱画面,https://static.51dh.com.cn/meisu/fd/d6/239ca3beb3cea752208af3e6ebc3ff945a25.jpg,train
SUP-0070,源悦,包柱画面,https://static.51dh.com.cn/meisu/22/c2/6677971e8b0276b2482a1a3b8d1d4bc50be2.jpg,train
SUP-0071,源悦,包柱画面,https://static.51dh.com.cn/meisu/11/ea/7705a6c840c9d2a9a2c6121ec5a5beafae0c.jpg,train
SUP-0072,源悦,包柱画面,https://static.51dh.com.cn/meisu/44/9f/eec229dc63d2726f134e3a635a5ab0888555.jpg,train
SUP-0073,源悦,包柱画面,https://static.51dh.com.cn/meisu/2b/ca/48eff3d097922febfb2e872c745ce5372391.jpg,train
SUP-0074,源悦,包柱画面,https://static.51dh.com.cn/meisu/c0/03/b4cf84d9f84d796513c38b6928a8c5b64939.jpg,train
SUP-0075,源悦,包柱画面,https://static.51dh.com.cn/meisu/59/33/5f12ef1da4fa6f8664285190f948bf0f44cf.jpg,train
SUP-0076,源悦,包柱画面,https://static.51dh.com.cn/meisu/ad/21/f91c02b981dc4223560f23820c68f5ab82fb.jpg,train
SUP-0077,源悦,包柱画面,https://static.51dh.com.cn/meisu/d4/b4/e2d5d61f6ca8b8a1013dbe309f33b7ebf741.jpg,train
SUP-0078,源悦,包柱画面,https://static.51dh.com.cn/meisu/92/d3/b982284f9ddcbb15c2976a984b4e29c1f2cb.jpg,train
SUP-0079,源悦,包柱画面,https://static.51dh.com.cn/meisu/9f/71/672a646b60f2bef36931dec4813d8d363209.jpg,train
SUP-0080,源悦,包柱画面,https://static.51dh.com.cn/meisu/9d/89/7100350d460cd6bd0d3dd63bfd7dfe19b1ec.jpg,train
SUP-0081,源悦,包柱画面,https://static.51dh.com.cn/meisu/07/9c/fd8233162b871a54e0e0f4c3feec51c77c2b.jpg,train
SUP-0082,源悦,包柱画面,https://static.51dh.com.cn/meisu/2c/ee/d10aa3d4a49c1552ea3fa179182ebe6f2b1d.jpg,train
SUP-0083,源悦,包柱画面,https://static.51dh.com.cn/meisu/15/de/a3d35b4d8ecf1be3494b8f1b4b7271259a80.jpg,train
SUP-0084,源悦,包柱画面,https://static.51dh.com.cn/meisu/5d/e6/beb95e6995e5a7bb5859b2be1902b5a306a8.jpg,train
SUP-0085,源悦,包柱画面,https://static.51dh.com.cn/meisu/b4/22/df13cbdb83becfd598f7e9446371bca4d706.jpg,train
SUP-0086,源悦,包柱画面,https://static.51dh.com.cn/meisu/fe/4d/1a143cb7f41e5b106019000adbe844ecc4f4.jpg,train
SUP-0087,源悦,包柱画面,https://static.51dh.com.cn/meisu/04/07/8a9d2b81d9e6692a58d503e5b6eeb96f8ce6.jpg,train
SUP-0088,源悦,吊旗,https://static.51dh.com.cn/meisu/b0/e1/96144121b60e44ecbd2c6f975d81f9962f6b.jpg,train
SUP-0089,源悦,吊旗,https://static.51dh.com.cn/meisu/6e/46/1f8f4a34e66bd60468ddc4031a0f97b88908.jpg,train
SUP-0090,源悦,吊旗,https://static.51dh.com.cn/meisu/b9/84/40ed4916a5a3d8db9e4d67be791c9e1d328a.jpg,train
SUP-0091,源悦,吊旗,https://static.51dh.com.cn/meisu/6a/5c/32da1edc02c6cc15cb9fd836ce7fd1627c7b.jpg,train
SUP-0092,源悦,吊旗,https://static.51dh.com.cn/meisu/8e/9a/98eeac759ad90d703e895b60a8739b9fe837.jpg,train
SUP-0093,源悦,吊旗,https://static.51dh.com.cn/meisu/f6/21/a0a388e1b7725c5e6a96c68c07572784ba34.jpg,train
SUP-0094,源悦,吊旗,https://static.51dh.com.cn/meisu/c8/1a/680cb80621b8a1bd721b1554904a4794deb7.jpg,train
SUP-0095,源悦,吊旗,https://static.51dh.com.cn/meisu/70/b0/f54212c3103c11c73207cad3f534558433a7.jpg,train
SUP-0096,源悦,吊旗,https://static.51dh.com.cn/meisu/5d/74/a304d1c17df070327ada04996ab42a3e24ec.jpg,train
SUP-0097,源悦,吊旗,https://static.51dh.com.cn/meisu/6b/ad/829362b39f14c354b01248d181453a7718c4.jpg,train
SUP-0098,源悦,吊旗,https://static.51dh.com.cn/meisu/9e/ac/88f6eabbf462665200bf5c8005433b004257.jpg,train
SUP-0099,源悦,吊旗,https://static.51dh.com.cn/meisu/8e/88/c69996b0c277b6a006bfa99d3027f00d69c0.jpg,train
SUP-0100,源悦,吊旗,https://static.51dh.com.cn/meisu/9f/bc/1ef0b6360525aa65a4d18ecdac84b7dd58ae.jpg,train
SUP-0101,源悦,吊旗,https://static.51dh.com.cn/meisu/4b/48/1cce5cf7af4eba07eb2db33b5c25f5ac2df3.jpg,train
SUP-0102,源悦,吊旗,https://static.51dh.com.cn/meisu/59/7c/b2adc47360c5d25667cff064010dda7cc1fb.jpg,train
SUP-0103,源悦,吊旗,https://static.51dh.com.cn/meisu/9b/36/d36561bbf4765e641296f5a2a7933ec97484.jpg,train
SUP-0104,源悦,吊旗,https://static.51dh.com.cn/meisu/02/e9/546dba2697e0a7ecd6ea31d5776289326a4b.jpg,train
SUP-0105,源悦,吊旗,https://static.51dh.com.cn/meisu/e1/4a/e50c9c223b15bf370854b33340f5eeddc829.jpg,train
SUP-0106,源悦,吊旗,https://static.51dh.com.cn/meisu/78/df/37c318f0a1963aff7410f00deefb2087f7f8.jpg,train
SUP-0107,源悦,吊旗,https://static.51dh.com.cn/meisu/fd/9a/f34d575d65a30b4d4ed9b5fd237c293cff65.jpg,train
SUP-0108,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/21/45/f424159b4a73a57a277129ce70ef8cf9183b.jpg,train
SUP-0109,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/52/bb/946b7873a685decedc3063624017ceb643e1.jpg,train
SUP-0110,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/ee/d6/3dd03147de2b34161b830dabcdb0a47c217e.jpg,train
SUP-0111,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/03/62/25d452ab2c3c449a53f6c844535b0ebe1b42.jpg,train
SUP-0112,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/99/50/60c1ab40bf0b0a4fcc4402666dd68e983a67.jpg,train
SUP-0113,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/2c/fc/b6f55c2880da19fa357f357bd35343d8cd09.jpg,train
SUP-0114,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/98/83/98a9e0f2dd77a2c8a6cb949598a0fa200d74.jpg,train
SUP-0115,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/f8/3e/f0c953651a674f1dce0b696c8bf8091e78e1.jpg,train
SUP-0116,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/ff/ad/ba83a9232a8fb173e7751ad989dc924ae5e3.jpg,train
SUP-0117,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/2e/a8/d0870efa5f9f9fddbb8c8e79da895f422791.jpg,train
SUP-0118,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/f7/b2/b3197c020ca8675f423823e52ce199b8cf04.jpg,train
SUP-0119,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/00/ab/d480ec91c78aa3e7997f5f8892e783b65bbc.jpg,train
SUP-0120,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/a6/94/7e0613a235577d28fe84dab574ec646fd314.jpg,train
SUP-0121,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/70/39/4577f63d582c3dbfa2efb08481a02df90883.jpg,train
SUP-0122,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/ce/bb/623ae10bb1c43201ef847f97b1586516492e.jpg,train
SUP-0123,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/f3/68/0a791f6445086b0cf29c9e259b445e56bbe8.jpg,train
SUP-0124,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/5e/53/85840d56bbc107c24a0a3852def8f2d703d8.jpg,train
SUP-0125,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/2e/c5/861b0678f076b7e4a696749f949309fbae31.jpg,train
SUP-0126,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/bc/8b/25d243840d8c551b0008dc54873e7423745f.jpg,train
SUP-0127,源悦,店招/外立面广告,https://static.51dh.com.cn/meisu/04/34/87041d7b202cc46292b4fbdda291ff14eeb9.jpg,train
SUP-0128,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/14/5c/f69b196c027307a87973e36b70557baa3b90.jpg,train
SUP-0129,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/39/f1/47ab211ab0a728267cbcfc2fc99068e4a431.jpg,train
SUP-0130,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/5f/41/c6390267e143d3ff8fe7116c7af9621ca5f1.jpg,train
SUP-0131,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/8e/8d/56a9a84ddeafcf36e7f0b631f96da0631b25.jpg,train
SUP-0132,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/47/cb/a0a8de3d60a65401a7fc246c4fff704239ad.jpg,train
SUP-0133,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/c9/70/fcd2fffe06e92978bdee20d4c77b8daf13af.jpg,train
SUP-0134,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/cb/47/a58a97b9a224a918aa1074f3b562b71db6e7.jpg,train
SUP-0135,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/38/de/dc1d329793126eb13ccdf1ba9b6df78a5835.jpg,train
SUP-0136,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/ea/c8/98d21a7314a08c262c15121611322c5bb0e8.jpg,train
SUP-0137,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/98/3a/56bbd9450c17b38f49a51bc0b1ea49d5fe78.jpg,train
SUP-0138,旺玥,橱窗单透/墙贴,https://static.51dh.com.cn/meisu/05/09/bd128b6f80441b29d8e7be9983268640db85.jpg,train
SUP-0139,尊悦,包柱画面,https://static.51dh.com.cn/meisu/06/32/4277a80197cc9db92f6f5531e9f5521fb441.jpg,train
SUP-0140,尊悦,包柱画面,https://static.51dh.com.cn/meisu/7b/a3/3ff064bb90ef16ff54f09e5294b5e8879bed.jpg,train
SUP-0141,尊悦,包柱画面,https://static.51dh.com.cn/meisu/33/46/914dad35057ba2d7abf8c4f9147e948be917.jpg,train
SUP-0142,尊悦,包柱画面,https://static.51dh.com.cn/meisu/78/5b/162e96c16631a0765b7057b60ffcb4596d3d.jpg,train
SUP-0143,尊悦,吊旗,https://static.51dh.com.cn/meisu/31/89/a3898b01a1042ea1945291c37f1b46835d4d.jpg,train
SUP-0144,尊悦,吊旗,https://static.51dh.com.cn/meisu/48/02/43bdd6460cdd7faa33bb48af32804b50cfd8.jpg,train
SUP-0145,尊悦,吊旗,https://static.51dh.com.cn/meisu/e2/87/f5570b929e7919e6448c820898a7831cc954.jpg,train
SUP-0146,尊悦,吊旗,https://static.51dh.com.cn/meisu/67/08/d1ebfe9d186707c911b185cfbb4162d3fff2.jpg,train
SUP-0147,尊悦,吊旗,https://static.51dh.com.cn/meisu/2a/9f/0dc2413d33147b936af9cfeb6f25194c5c3b.jpg,train
SUP-0148,尊悦,吊旗,https://static.51dh.com.cn/meisu/08/9e/2f54a00016e37ba48853e2f2bc7dcf897233.jpg,train
SUP-0149,尊悦,吊旗,https://static.51dh.com.cn/meisu/35/ad/59606ebae2dd548df8a68cdddb9324592bf8.jpg,train
SUP-0150,尊悦,吊旗,https://static.51dh.com.cn/meisu/f4/6d/65a9861acf6c63f9d5ca9c7d19fa155a67a0.jpg,train
SUP-0151,尊悦,吊旗,https://static.51dh.com.cn/meisu/7b/bc/5c8633b636b6086eadd9410b5b3882c2f73b.jpg,train
SUP-0152,尊悦,吊旗,https://static.51dh.com.cn/meisu/35/3b/b3b522a13bcc787ed0a5e97364d70b3c7e69.jpg,train
